Video,Query ID,Language Query,Type,IDs,Start,End,Revision
MOT20-02,61,Person is touching the face while walking,M,71,1667,1699,
MOT20-02,61,Person is touching the face while walking,M,71,1749,1786,
MOT20-01,62,A lady is moving her bag from right hand to the left hand while walking,M,47,319,381,
MOT20-01,63,Person coming from the right side is eating something from his hand,M,51,339,367,
MOT20-01,64,Person coming from the left side is spreading his both hands,M,55,101,131,
MOT20-01,64,Person coming from the left side is spreading his both hands,M,55,155,209,
MOT20-01,65,A person approaching from the left side is extending both arms outward.,M,55,101,131,
MOT20-01,65,A person approaching from the left side is extending both arms outward.,M,55,155,209,
MOT20-01,66,Person coming from the left side is touching his both hand,M,56,247,267,
MOT20-01,67,A person approaching from the left side is making contact between both hands.,M,56,247,267,
MOT20-01,68,Person coming from the right side is touching the face,M,58,191,246,
MOT20-02,68,Person coming from the right side is touching the face,M,3,1404,1487,
MOT20-02,69,Person coming from the left side is touching the face,M,1,1283,1367,
MOT20-01,69,Person coming from the left side is touching the face,M,60,223,333,
MOT20-02,69,Person coming from the left side is touching the face,M,17,1523,1544,
MOT20-02,69,Person coming from the left side is touching the face,M,22,1657,1699,
MOT20-02,69,Person coming from the left side is touching the face,M,23,1116,1157,
MOT20-02,69,Person coming from the left side is touching the face,M,26,1398,1557,
MOT20-02,69,Person coming from the left side is touching the face,M,26,1609,1634,
MOT20-02,69,Person coming from the left side is touching the face,M,26,1736,1755,
MOT20-02,69,Person coming from the left side is touching the face,M,33,1932,1958,
MOT20-02,69,Person coming from the left side is touching the face,M,34,1333,1383,
MOT20-01,69,Person coming from the left side is touching the face,M,63,388,415,
MOT20-01,69,Person coming from the left side is touching the face,M,64,289,302,
MOT20-02,69,Person coming from the left side is touching the face,M,4,865,992,
MOT20-02,69,Person coming from the left side is touching the face,M,4,1082,1101,
MOT20-02,69,Person coming from the left side is touching the face,M,46,1780,1809,
MOT20-02,69,Person coming from the left side is touching the face,M,62,1976,2001,
MOT20-02,69,Person coming from the left side is touching the face,M,64,2014,2037,
MOT20-02,69,Person coming from the left side is touching the face,M,71,1667,1699,
MOT20-02,69,Person coming from the left side is touching the face,M,71,1749,1786,
MOT20-02,70,Person is touching the face while going towards the camera,M,1,1283,1367,
MOT20-02,70,Person is touching the face while going towards the camera,M,3,1404,1487,
MOT20-02,70,Person is touching the face while going towards the camera,M,22,1657,1699,
MOT20-02,70,Person is touching the face while going towards the camera,M,26,1398,1557,
MOT20-02,70,Person is touching the face while going towards the camera,M,26,1609,1634,
MOT20-02,70,Person is touching the face while going towards the camera,M,26,1736,1755,
MOT20-02,70,Person is touching the face while going towards the camera,M,33,1932,1958,
MOT20-02,70,Person is touching the face while going towards the camera,M,23,1116,1157,
MOT20-02,70,Person is touching the face while going towards the camera,M,4,865,992,
MOT20-02,70,Person is touching the face while going towards the camera,M,4,1082,1101,
MOT20-02,70,Person is touching the face while going towards the camera,M,46,1780,1809,
MOT20-02,70,Person is touching the face while going towards the camera,M,62,1976,2001,
MOT20-02,70,Person is touching the face while going towards the camera,M,64,2014,2037,
MOT20-02,70,Person is touching the face while going towards the camera,M,71,1667,1699,
MOT20-02,70,Person is touching the face while going towards the camera,M,71,1749,1786,
MOT20-02,71,A person is adjusting the hair while walking,M,63,388,415,
MOT20-01,71,A person is adjusting the hair while walking,M,64,289,302,
MOT20-02,71,A person is adjusting the hair while walking,M,4,865,992,
MOT20-02,71,A person is adjusting the hair while walking,M,4,1082,1101,
MOT20-02,71,A person is adjusting the hair while walking,M,42,1418,1494,
MOT20-02,71,A person is adjusting the hair while walking,M,48,1517,1626,
MOT20-02,71,A person is adjusting the hair while walking,M,64,1677,1692,
MOT20-01,72,A person in the open space is stretching his left hand,M,85,16,160,
MOT20-02,72,Person walking in the open area is using the right hand to indicate towards the right side.,M,5,1157,1178,
MOT20-02,72,Person walking in the open area is using their left hand to point towards the right side.,M,5,1157,1178,
MOT20-02,72,Person walking in the open space is pointing to the right side with his right hand,M,5,1157,1178,
MOT20-02,73,Person is looking right side while coming towards the camera,M,6,1387,1416,
MOT20-02,73,Person is looking right side while coming towards the camera,M,21,1362,1619,
MOT20-02,73,Person is looking right side while coming towards the camera,M,22,1314,1364,
MOT20-02,73,Person is looking right side while coming towards the camera,M,22,1504,1604,
MOT20-02,73,Person is looking right side while coming towards the camera,M,22,1699,1774,
MOT20-02,73,Person is looking right side while coming towards the camera,M,23,1586,1628,
MOT20-02,73,Person is looking right side while coming towards the camera,M,23,1757,1801,
MOT20-02,73,Person is looking right side while coming towards the camera,M,41,1788,1834,
MOT20-02,73,Person is looking right side while coming towards the camera,M,60,1811,1838,
MOT20-02,73,Person is looking right side while coming towards the camera,M,60,1878,1918,
MOT20-02,73,Person is looking right side while coming towards the camera,M,62,2008,2051,
MOT20-02,73,Person is looking right side while coming towards the camera,M,71,1861,1985,
MOT20-01,74,An old man walking in the open area is eating ice-cream,M,38,236,286,
MOT20-02,74,Person coming from the left side is looking for something in his jacket's pocket,M,7,560,779,
MOT20-01,75,Person is coming from the left side in the open area,M,55,60,429,
MOT20-01,75,Person is coming from the left side in the open area,M,56,81,429,
MOT20-01,75,Person is coming from the left side in the open area,M,57,145,429,
MOT20-01,75,Person is coming from the left side in the open area,M,59,151,429,
MOT20-01,75,Person is coming from the left side in the open area,M,60,164,429,
MOT20-01,75,Person is coming from the left side in the open area,M,74,162,429,
MOT20-01,75,Person is coming from the left side in the open area,M,61,203,429,
MOT20-01,75,Person is coming from the left side in the open area,M,62,232,429,
MOT20-01,75,Person is coming from the left side in the open area,M,63,236,429,
MOT20-01,75,Person is coming from the left side in the open area,M,64,244,429,
MOT20-01,75,Person is coming from the left side in the open area,M,65,265,429,
MOT20-01,75,Person is coming from the left side in the open area,M,66,275,429,
MOT20-01,75,Person is coming from the left side in the open area,M,67,288,429,
MOT20-01,75,Person is coming from the left side in the open area,M,69,314,429,
MOT20-01,75,Person is coming from the left side in the open area,M,68,330,429,
MOT20-01,75,Person is coming from the left side in the open area,M,70,368,429,
MOT20-01,75,Person is coming from the left side in the open area,M,71,393,429,
MOT20-01,75,Person is coming from the left side in the open area,M,72,404,429,
MOT20-01,75,Person is coming from the left side in the open area,M,73,426,429,
MOT20-01,75,Person is coming from the left side in the open area,M,76,324,429,
MOT20-02,75,Person is coming from the left side in the open area,M,122,1847,2782,
MOT20-02,75,Person is coming from the left side in the open area,M,125,1893,2782,
MOT20-02,75,Person is coming from the left side in the open area,M,121,1937,2782,
MOT20-02,75,Person is coming from the left side in the open area,M,126,2101,2782,
MOT20-02,75,Person is coming from the left side in the open area,M,133,2124,2782,
MOT20-02,75,Person is coming from the left side in the open area,M,132,2262,2782,
MOT20-02,75,Person is coming from the left side in the open area,M,145,2427,2782,
MOT20-02,75,Person is coming from the left side in the open area,M,146,2710,2782,
MOT20-02,75,Person is coming from the left side in the open area,M,147,2730,2782,
MOT20-02,75,Person is coming from the left side in the open area,M,149,2749,2782,
MOT20-02,75,Person is coming from the left side in the open area,M,148,2766,2782,
MOT20-02,75,Person is coming from the left side in the open area,M,152,2477,2782,
MOT20-02,75,Person is coming from the left side in the open area,M,151,2483,2782,
MOT20-02,75,Person is coming from the left side in the open area,M,153,2562,2782,
MOT20-02,75,Person is coming from the left side in the open area,M,170,1877,2782,
MOT20-02,75,Person is coming from the left side in the open area,M,186,2136,2764,
MOT20-01,76,A person is approaching from the left in the open space.,M,55,60,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,56,81,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,57,145,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,59,151,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,60,164,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,74,162,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,61,203,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,62,232,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,63,236,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,64,244,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,65,265,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,66,275,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,67,288,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,69,314,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,68,330,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,70,368,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,71,393,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,72,404,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,73,426,429,
MOT20-01,76,A person is approaching from the left in the open space.,M,76,324,429,
MOT20-02,76,A person is approaching from the left in the open space.,M,122,1847,2782,
MOT20-02,76,A person is approaching from the left in the open space.,M,125,1893,2782,
MOT20-02,76,A person is approaching from the left in the open space.,M,121,1937,2782,
MOT20-02,76,A person is approaching from the left in the open space.,M,126,2101,2782,
MOT20-02,76,A person is approaching from the left in the open space.,M,133,2124,2782,
MOT20-02,76,A person is approaching from the left in the open space.,M,132,2262,2782,
MOT20-02,76,A person is approaching from the left in the open space.,M,145,2427,2782,
MOT20-02,76,A person is approaching from the left in the open space.,M,146,2710,2782,
MOT20-02,76,A person is approaching from the left in the open space.,M,147,2730,2782,
MOT20-02,76,A person is approaching from the left in the open space.,M,149,2749,2782,
MOT20-02,76,A person is approaching from the left in the open space.,M,148,2766,2782,
MOT20-02,76,A person is approaching from the left in the open space.,M,152,2477,2782,
MOT20-02,76,A person is approaching from the left in the open space.,M,151,2483,2782,
MOT20-02,76,A person is approaching from the left in the open space.,M,153,2562,2782,
MOT20-02,76,A person is approaching from the left in the open space.,M,170,1877,2782,
MOT20-02,76,A person is approaching from the left in the open space.,M,186,2136,2764,
MOT20-01,77,Person is coming from the right side in the open area,M,41,17,429,
MOT20-01,77,Person is coming from the right side in the open area,M,42,47,429,
MOT20-01,77,Person is coming from the right side in the open area,M,43,122,429,
MOT20-01,77,Person is coming from the right side in the open area,M,45,150,429,
MOT20-01,77,Person is coming from the right side in the open area,M,44,181,429,
MOT20-01,77,Person is coming from the right side in the open area,M,46,152,429,
MOT20-01,77,Person is coming from the right side in the open area,M,58,190,429,
MOT20-01,77,Person is coming from the right side in the open area,M,48,190,429,
MOT20-01,77,Person is coming from the right side in the open area,M,49,221,429,
MOT20-01,77,Person is coming from the right side in the open area,M,53,227,429,
MOT20-01,77,Person is coming from the right side in the open area,M,50,302,429,
MOT20-01,77,Person is coming from the right side in the open area,M,51,310,429,
MOT20-01,77,Person is coming from the right side in the open area,M,52,356,429,
MOT20-01,77,Person is coming from the right side in the open area,M,54,366,429,
MOT20-02,77,Person is coming from the right side in the open area,M,134,2524,2782,
MOT20-02,77,Person is coming from the right side in the open area,M,135,2607,2782,
MOT20-02,77,Person is coming from the right side in the open area,M,140,2409,2782,
MOT20-02,77,Person is coming from the right side in the open area,M,138,2614,2782,
MOT20-02,77,Person is coming from the right side in the open area,M,136,2643,2782,
MOT20-02,77,Person is coming from the right side in the open area,M,137,2649,2782,
MOT20-02,77,Person is coming from the right side in the open area,M,139,2670,2782,
MOT20-02,77,Person is coming from the right side in the open area,M,154,2371,2666,
MOT20-02,77,Person is coming from the right side in the open area,M,157,2419,2704,
MOT20-02,77,Person is coming from the right side in the open area,M,155,2437,2704,
MOT20-02,77,Person is coming from the right side in the open area,M,156,2442,2704,
MOT20-01,78,A person is approaching from the right in the open space.,M,41,17,429,
MOT20-01,78,A person is approaching from the right in the open space.,M,42,47,429,
MOT20-01,78,A person is approaching from the right in the open space.,M,43,122,429,
MOT20-01,78,A person is approaching from the right in the open space.,M,45,150,429,
MOT20-01,78,A person is approaching from the right in the open space.,M,44,181,429,
MOT20-01,78,A person is approaching from the right in the open space.,M,46,152,429,
MOT20-01,78,A person is approaching from the right in the open space.,M,58,190,429,
MOT20-01,78,A person is approaching from the right in the open space.,M,48,190,429,
MOT20-01,78,A person is approaching from the right in the open space.,M,49,221,429,
MOT20-01,78,A person is approaching from the right in the open space.,M,53,227,429,
MOT20-01,78,A person is approaching from the right in the open space.,M,50,302,429,
MOT20-01,78,A person is approaching from the right in the open space.,M,51,310,429,
MOT20-01,78,A person is approaching from the right in the open space.,M,52,356,429,
MOT20-01,78,A person is approaching from the right in the open space.,M,54,366,429,
MOT20-02,78,A person is approaching from the right in the open space.,M,134,2524,2782,
MOT20-02,78,A person is approaching from the right in the open space.,M,135,2607,2782,
MOT20-02,78,A person is approaching from the right in the open space.,M,140,2409,2782,
MOT20-02,78,A person is approaching from the right in the open space.,M,138,2614,2782,
MOT20-02,78,A person is approaching from the right in the open space.,M,136,2643,2782,
MOT20-02,78,A person is approaching from the right in the open space.,M,137,2649,2782,
MOT20-02,78,A person is approaching from the right in the open space.,M,139,2670,2782,
MOT20-02,78,A person is approaching from the right in the open space.,M,154,2371,2666,
MOT20-02,78,A person is approaching from the right in the open space.,M,157,2419,2704,
MOT20-02,78,A person is approaching from the right in the open space.,M,155,2437,2704,
MOT20-02,78,A person is approaching from the right in the open space.,M,156,2442,2704,
MOT20-02,79,Person is touching the face while walking towards the camera,M,1,1283,1367,
MOT20-02,79,Person is touching the face while walking towards the camera,M,3,1404,1487,
MOT20-02,79,Person is touching the face while walking towards the camera,M,22,1657,1699,
MOT20-02,79,Person is touching the face while walking towards the camera,M,26,1398,1557,
MOT20-02,79,Person is touching the face while walking towards the camera,M,26,1609,1634,
MOT20-02,79,Person is touching the face while walking towards the camera,M,26,1736,1755,
MOT20-02,79,Person is touching the face while walking towards the camera,M,33,1932,1958,
MOT20-02,79,Person is touching the face while walking towards the camera,M,23,1116,1157,
MOT20-02,79,Person is touching the face while walking towards the camera,M,4,865,992,
MOT20-02,79,Person is touching the face while walking towards the camera,M,4,1082,1101,
MOT20-02,79,Person is touching the face while walking towards the camera,M,46,1780,1809,
MOT20-02,79,Person is touching the face while walking towards the camera,M,62,1976,2001,
MOT20-02,79,Person is touching the face while walking towards the camera,M,64,2014,2037,
MOT20-02,79,Person is touching the face while walking towards the camera,M,71,1667,1699,
MOT20-02,79,Person is touching the face while walking towards the camera,M,71,1749,1786,
MOT20-02,80,Person walking in the open area is adjusting his t-shirt,M,12,1197,1339,
MOT20-02,81,A person in the open space is arranging the t-shirt,M,12,1197,1339,
MOT20-02,82,A person walking in the open space is fixing the t-shirt,M,12,1197,1339,
MOT20-02,83,A person in the open space is fixing the t-shirt,M,12,1197,1339,
MOT20-02,84,Person coming from the right side is adjusting his pant,M,3,888,932,
MOT20-02,85,Person is running while going to the right side,M,14,1475,1494,
MOT20-02,85,Person is running while going to the right side,M,52,1861,1966,
MOT20-02,85,Person is running while going to the right side,M,51,1905,1953,
MOT20-02,86,Person is beginning to run while going to the right side,M,14,1475,1494,
MOT20-02,86,Person is beginning to run while going to the right side,M,52,1861,1966,
MOT20-02,86,Person is beginning to run while going to the right side,M,51,1905,1953,
MOT20-02,87,Person begins running while going to the right,M,14,1475,1494,
MOT20-02,87,Person begins running while going to the right,M,52,1861,1966,
MOT20-02,87,Person begins running while going to the right,M,51,1905,1953,
MOT20-02,88,Person stops walking briefly in the right side,M,15,1097,1431,
MOT20-02,88,Person stops walking briefly in the right side,M,55,1122,1730,
MOT20-02,88,Person stops walking briefly in the right side,M,183,1141,2180,
MOT20-02,89,Person walking in the open area is standing briefly in the right side,M,15,1097,1431,
MOT20-02,89,Person walking in the open area is standing briefly in the right side,M,55,1122,1730,
MOT20-02,89,Person walking in the open area is standing briefly in the right side,M,183,1141,2180,
MOT20-02,90,Person walking in the open area is standing briefly in the right side,M,15,1097,1431,
MOT20-02,90,Person walking in the open area is standing briefly in the right side,M,55,1122,1730,
MOT20-02,90,Person walking in the open area is standing briefly in the right side,M,183,1141,2180,
MOT20-02,91,Person is looking back while walking towards the camera,M,3,1465,1487,
MOT20-02,91,Person is looking back while walking towards the camera,M,24,1402,1550,
MOT20-02,91,Person is looking back while walking towards the camera,M,32,1531,1784,
MOT20-02,91,Person is looking back while walking towards the camera,M,33,1534,1640,
MOT20-02,92,Person is adjusting his backpack while walking in the open area,M,3,1427,1481,
MOT20-02,93,Person is adjusting his backpack while walking towards the camera,M,3,1427,1481,
MOT20-02,94,Person is touching the face while going to the right side,M,17,1523,1544,
MOT20-02,94,Person is touching the face while going to the right side,M,34,1333,1383,
MOT20-02,95,A lady is adjusting her handbag while walking in the open area,M,21,1744,1820,
MOT20-02,95,A lady is adjusting her handbag while walking in the open area,M,37,1341,1460,
MOT20-02,96,A lady is adjusting her handbag while walking towards the camera,M,21,1744,1820,
MOT20-02,97,Person is looking left side while coming towards the camera,M,22,113,1251,
MOT20-02,97,Person is looking left side while coming towards the camera,M,23,1325,1373,
MOT20-02,97,Person is looking left side while coming towards the camera,M,26,1454,1596,
MOT20-02,97,Person is looking left side while coming towards the camera,M,26,1696,1834,
MOT20-02,97,Person is looking left side while coming towards the camera,M,27,1416,1460,
MOT20-02,97,Person is looking left side while coming towards the camera,M,27,1485,1544,
MOT20-02,97,Person is looking left side while coming towards the camera,M,32,1389,1423,
MOT20-02,97,Person is looking left side while coming towards the camera,M,32,1912,2012,
MOT20-02,97,Person is looking left side while coming towards the camera,M,32,2047,2087,
MOT20-02,97,Person is looking left side while coming towards the camera,M,60,1724,1755,
MOT20-02,97,Person is looking left side while coming towards the camera,M,60,1861,1872,
MOT20-02,97,Person is looking left side while coming towards the camera,M,60,2043,2064,
MOT20-02,97,Person is looking left side while coming towards the camera,M,71,2171,2237,
MOT20-02,97,Person is looking left side while coming towards the camera,M,71,2106,2131,
MOT20-02,98,Person coming from the left side is looking briefly left side,M,22,113,1251,
MOT20-02,98,Person coming from the left side is looking briefly left side,M,23,1325,1373,
MOT20-02,98,Person coming from the left side is looking briefly left side,M,26,1454,1596,
MOT20-02,98,Person coming from the left side is looking briefly left side,M,26,1696,1834,
MOT20-02,98,Person coming from the left side is looking briefly left side,M,27,1416,1460,
MOT20-02,98,Person coming from the left side is looking briefly left side,M,27,1485,1544,
MOT20-02,98,Person coming from the left side is looking briefly left side,M,32,1389,1423,
MOT20-02,98,Person coming from the left side is looking briefly left side,M,32,1912,2012,
MOT20-02,98,Person coming from the left side is looking briefly left side,M,32,2047,2087,
MOT20-02,98,Person coming from the left side is looking briefly left side,M,39,1523,1557,
MOT20-02,98,Person coming from the left side is looking briefly left side,M,39,1701,1744,
MOT20-02,98,Person coming from the left side is looking briefly left side,M,43,1498,1540,
MOT20-02,98,Person coming from the left side is looking briefly left side,M,60,1724,1755,
MOT20-02,98,Person coming from the left side is looking briefly left side,M,60,1861,1872,
MOT20-02,98,Person coming from the left side is looking briefly left side,M,60,2043,2064,
MOT20-02,98,Person coming from the left side is looking briefly left side,M,71,2171,2237,
MOT20-02,98,Person coming from the left side is looking briefly left side,M,71,2106,2131,
MOT20-02,99,Person coming from the left side is looking briefly right side,M,22,1314,1364,
MOT20-02,99,Person coming from the left side is looking briefly right side,M,22,1504,1604,
MOT20-02,99,Person coming from the left side is looking briefly right side,M,22,1699,1774,
MOT20-02,99,Person coming from the left side is looking briefly right side,M,23,1586,1628,
MOT20-02,99,Person coming from the left side is looking briefly right side,M,23,1757,1801,
MOT20-02,99,Person coming from the left side is looking briefly right side,M,41,1788,1834,
MOT20-02,99,Person coming from the left side is looking briefly right side,M,60,1811,1838,
MOT20-02,99,Person coming from the left side is looking briefly right side,M,60,1878,1918,
MOT20-02,99,Person coming from the left side is looking briefly right side,M,62,2008,2051,
MOT20-02,99,Person coming from the left side is looking briefly right side,M,71,1861,1985,
MOT20-02,100,Person is moving the cloth from right hand to the left hand while walking,M,22,1331,1379,
MOT20-02,101,A lady is moving her cloth from right hand to the left hand while walking,M,22,1331,1379,
MOT20-02,102,Person is shifting the cloth from right hand to the left hand while walking,M,22,1331,1379,
MOT20-02,103,A lady is shifting her cloth from right hand to the left hand while walking,M,22,1331,1379,
MOT20-02,104,Person coming from the left side is moving her cloth from right hand to the left hand,M,22,1331,1379,
MOT20-02,105,A lady coming from the left side is moving her cloth from right hand to the left hand,M,22,1331,1379,
MOT20-02,106,Person coming from the left side is shifting her cloth from right hand to the left hand,M,22,1331,1379,
MOT20-02,107,A lady coming from the left side is shifting her cloth from right hand to the left hand,M,22,1331,1379,
MOT20-02,108,Person is moving her cloth from left hand to the right hand while walking,M,22,1110,1137,
MOT20-02,109,A lady is moving her cloth from left hand to the right hand while walking,M,22,1110,1137,
MOT20-02,110,Person is shifting her cloth from left hand to the right hand while walking,M,22,1110,1137,
MOT20-02,111,A lady is shifting her cloth from left hand to the right hand while walking,M,22,1110,1137,
MOT20-02,112,Person coming from the left side is moving her cloth from left hand to the right hand,M,22,1110,1137,
MOT20-02,113,A lady coming from the left side is moving her cloth from left hand to the right hand,M,22,1110,1137,
MOT20-02,114,Person coming from the left side is shifting her cloth from left hand to the right hand,M,22,1110,1137,
MOT20-02,115,A lady coming from the left side is shifting her cloth from left hand to the right hand,M,22,1110,1137,
MOT20-02,116,Person is moving her cloth from right hand to the left hand while walking towards the camera,M,22,1331,1379,
MOT20-02,117,A lady is moving her cloth from right hand to the left hand while walking towards the camera,M,22,1331,1379,
MOT20-02,118,Person is shifting her cloth from right hand to the left hand while walking towards the camera,M,22,1331,1379,
MOT20-02,119,A lady is shifting her cloth from right hand to the left hand while walking towards the camera,M,22,1331,1379,
MOT20-02,120,Person is moving her cloth from right hand to the left hand while going towards the camera,M,22,1331,1379,
MOT20-02,121,A lady is moving her cloth from right hand to the left hand while going towards the camera,M,22,1331,1379,
MOT20-02,122,Person is shifting her cloth from right hand to the left hand while going towards the camera,M,22,1331,1379,
MOT20-02,123,A lady is shifting her cloth from right hand to the left hand while going towards the camera,M,22,1331,1379,
MOT20-02,124,Person is moving her cloth from right hand to the left hand while coming towards the camera,M,22,1331,1379,
MOT20-02,125,A lady is moving her cloth from right hand to the left hand while coming towards the camera,M,22,1331,1379,
MOT20-02,126,Person is shifting her cloth from right hand to the left hand while coming towards the camera,M,22,1331,1379,
MOT20-02,127,A lady is shifting her cloth from right hand to the left hand while coming towards the camera,M,22,1331,1379,
MOT20-02,128,Person is moving her cloth from left hand to the right hand while walking towards the camera,M,22,1110,1137,
MOT20-02,129,A lady is moving her cloth from left hand to the right hand while walking towards the camera,M,22,1110,1137,
MOT20-02,130,Person is shifting her cloth from left hand to the right hand while walking towards the camera,M,22,1110,1137,
MOT20-02,131,A lady is shifting her cloth from left hand to the right hand while walking towards the camera,M,22,1110,1137,
MOT20-02,132,Person is moving her cloth from left hand to the right hand while going towards the camera,M,22,1110,1137,
MOT20-02,133,A lady is moving her cloth from left hand to the right hand while going towards the camera,M,22,1110,1137,
MOT20-02,134,Person is shifting her cloth from left hand to the right hand while going towards the camera,M,22,1110,1137,
MOT20-02,135,A lady is shifting her cloth from left hand to the right hand while going towards the camera,M,22,1110,1137,
MOT20-02,136,Person is moving her cloth from left hand to the right hand while coming towards the camera,M,22,1110,1137,
MOT20-02,137,A lady is moving her cloth from left hand to the right hand while coming towards the camera,M,22,1110,1137,
MOT20-02,138,Person is shifting her cloth from left hand to the right hand while coming towards the camera,M,22,1110,1137,
MOT20-02,139,A lady is shifting her cloth from left hand to the right hand while coming towards the camera,M,22,1110,1137,
MOT20-02,140,Person is talking with his mobile while walking,M,7,1157,1882,
MOT20-02,141,Person coming from the left side is going towards the camera,M,7,318,1882,
MOT20-02,141,Person coming from the left side is going towards the camera,M,1,723,1429,
MOT20-02,141,Person coming from the left side is going towards the camera,M,4,792,1552,
MOT20-02,141,Person coming from the left side is going towards the camera,M,5,811,1521,
MOT20-02,141,Person coming from the left side is going towards the camera,M,6,880,1538,
MOT20-02,141,Person coming from the left side is going towards the camera,M,2,949,1458,
MOT20-02,141,Person coming from the left side is going towards the camera,M,22,1038,1799,
MOT20-02,141,Person coming from the left side is going towards the camera,M,23,1087,1801,
MOT20-02,141,Person coming from the left side is going towards the camera,M,24,1166,1995,
MOT20-02,141,Person coming from the left side is going towards the camera,M,29,1179,2043,
MOT20-02,141,Person coming from the left side is going towards the camera,M,30,1195,2030,
MOT20-02,141,Person coming from the left side is going towards the camera,M,26,1254,1987,
MOT20-02,141,Person coming from the left side is going towards the camera,M,27,1268,2026,
MOT20-02,141,Person coming from the left side is going towards the camera,M,28,1306,2043,
MOT20-02,141,Person coming from the left side is going towards the camera,M,21,1308,1845,
MOT20-02,141,Person coming from the left side is going towards the camera,M,41,1352,2037,
MOT20-02,141,Person coming from the left side is going towards the camera,M,32,1197,2087,
MOT20-02,141,Person coming from the left side is going towards the camera,M,33,1226,2066,
MOT20-02,141,Person coming from the left side is going towards the camera,M,36,1224,2085,
MOT20-02,141,Person coming from the left side is going towards the camera,M,40,1387,2093,
MOT20-02,141,Person coming from the left side is going towards the camera,M,60,1312,2141,
MOT20-02,141,Person coming from the left side is going towards the camera,M,61,1329,2118,
MOT20-02,141,Person coming from the left side is going towards the camera,M,62,1356,2175,
MOT20-02,141,Person coming from the left side is going towards the camera,M,64,1429,2183,
MOT20-02,141,Person coming from the left side is going towards the camera,M,63,1554,2200,
MOT20-02,141,Person coming from the left side is going towards the camera,M,65,1431,2210,
MOT20-02,141,Person coming from the left side is going towards the camera,M,67,1625,2231,
MOT20-02,141,Person coming from the left side is going towards the camera,M,69,1513,2252,
MOT20-02,141,Person coming from the left side is going towards the camera,M,71,1508,2252,
MOT20-02,141,Person coming from the left side is going towards the camera,M,68,1870,2289,
MOT20-02,141,Person coming from the left side is going towards the camera,M,72,1531,2344,
MOT20-02,141,Person coming from the left side is going towards the camera,M,73,1548,2377,
MOT20-02,141,Person coming from the left side is going towards the camera,M,86,1571,2388,
MOT20-02,141,Person coming from the left side is going towards the camera,M,88,1563,2417,
MOT20-02,141,Person coming from the left side is going towards the camera,M,83,1887,2407,
MOT20-02,141,Person coming from the left side is going towards the camera,M,84,1836,2421,
MOT20-02,141,Person coming from the left side is going towards the camera,M,85,1818,2400,
MOT20-02,141,Person coming from the left side is going towards the camera,M,89,1922,2659,
MOT20-02,141,Person coming from the left side is going towards the camera,M,90,1887,2686,
MOT20-02,141,Person coming from the left side is going towards the camera,M,98,1776,2526,
MOT20-02,141,Person coming from the left side is going towards the camera,M,103,1941,2557,
MOT20-02,141,Person coming from the left side is going towards the camera,M,111,1590,2576,
MOT20-02,141,Person coming from the left side is going towards the camera,M,130,2240,2686,
MOT20-02,141,Person coming from the left side is going towards the camera,M,189,1889,2398,
MOT20-02,141,Person coming from the left side is going towards the camera,M,184,1999,2743,
MOT20-02,141,Person coming from the left side is going towards the camera,M,227,48,620,
MOT20-02,141,Person coming from the left side is going towards the camera,M,244,19,832,
MOT20-02,141,Person coming from the left side is going towards the camera,M,245,30,831,
MOT20-02,141,Person coming from the left side is going towards the camera,M,246,48,854,
MOT20-02,141,Person coming from the left side is going towards the camera,M,247,52,775,
MOT20-02,141,Person coming from the left side is going towards the camera,M,243,88,728,
MOT20-02,141,Person coming from the left side is going towards the camera,M,255,185,989,
MOT20-02,141,Person coming from the left side is going towards the camera,M,253,188,1012,
MOT20-02,141,Person coming from the left side is going towards the camera,M,254,196,1021,
MOT20-02,141,Person coming from the left side is going towards the camera,M,248,225,877,
MOT20-02,141,Person coming from the left side is going towards the camera,M,252,458,956,
MOT20-02,141,Person coming from the left side is going towards the camera,M,257,235,1037,
MOT20-02,141,Person coming from the left side is going towards the camera,M,256,235,1050,
MOT20-02,141,Person coming from the left side is going towards the camera,M,261,478,1106,
MOT20-02,141,Person coming from the left side is going towards the camera,M,260,578,1156,
MOT20-02,141,Person coming from the left side is going towards the camera,M,269,541,1185,
MOT20-02,141,Person coming from the left side is going towards the camera,M,263,345,1197,
MOT20-02,141,Person coming from the left side is going towards the camera,M,262,362,1218,
